% function evaluation | noise-free fitness - Fopt (-4.620900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
167710 +5.624738366e+00 +5.624738366e+00 -4.892352616e+02 -4.948600000e+02 -2.7190e+00 -1.1189e+00 +3.7864e+00 +1.8533e-01 -3.0327e+00 -3.2713e+00 -1.6897e+00 -1.4744e-01 +1.0472e+00 +3.5028e+00 +2.5789e+00 -8.7738e-01 +2.9341e+00 -3.8128e+00 -1.3115e+00 -3.4139e+00 +1.3763e+00 +1.7756e+00 +2.0384e+00 +1.7122e+00
203617 +3.638923693e+00 +3.638923693e+00 -4.912210763e+02 -4.948600000e+02 -2.7731e+00 -1.1426e+00 +3.7909e+00 +2.3333e-01 -2.1600e+00 -3.2482e+00 -1.6728e+00 -1.8589e-01 +1.0388e+00 +3.5393e+00 +2.5926e+00 -8.6884e-01 +3.4012e+00 -3.8243e+00 -1.3120e+00 -3.4100e+00 +1.3859e+00 +1.7830e+00 +2.0395e+00 +1.3725e+00
214916 +2.289749128e+00 +2.289749128e+00 -4.925702509e+02 -4.948600000e+02 -2.7917e+00 -1.1189e+00 +3.7864e+00 +1.8533e-01 -3.0607e+00 -3.2510e+00 -1.6897e+00 -1.4744e-01 +1.0472e+00 +3.5028e+00 +2.5789e+00 -8.7738e-01 +3.4091e+00 -3.8128e+00 -1.3115e+00 -3.4139e+00 +1.3794e+00 +1.7756e+00 +2.0384e+00 +1.3590e+00
261175 +1.560675146e+00 +1.560675146e+00 -4.932993249e+02 -4.948600000e+02 -2.7806e+00 -1.1189e+00 +3.8286e+00 +1.8533e-01 -3.0607e+00 -3.2070e+00 -1.6897e+00 -1.4744e-01 +1.0472e+00 +3.5028e+00 +2.5789e+00 -8.7738e-01 +3.4091e+00 -3.8128e+00 -1.3059e+00 -3.4139e+00 +1.3794e+00 +1.7810e+00 +2.0384e+00 +1.3590e+00
263223 +8.401200644e-01 +8.401200644e-01 -4.940198799e+02 -4.948600000e+02 -2.7806e+00 -1.1189e+00 +3.8286e+00 +2.4752e-01 -3.0607e+00 -3.2070e+00 -1.6897e+00 -1.4744e-01 +1.0472e+00 +3.5219e+00 +2.5519e+00 -8.7738e-01 +3.4091e+00 -3.8128e+00 -1.3059e+00 -3.4139e+00 +1.3794e+00 +1.7810e+00 +2.0384e+00 +1.3590e+00
308112 +5.686859693e-01 +5.686859693e-01 -4.942913140e+02 -4.948600000e+02 -2.7806e+00 -1.1189e+00 +3.8286e+00 +2.3481e-01 -3.0607e+00 -3.2286e+00 -1.6897e+00 -1.4744e-01 +1.0472e+00 +3.5219e+00 +2.5519e+00 -8.7738e-01 +3.4091e+00 -3.8128e+00 -1.3059e+00 -3.4139e+00 +1.3794e+00 +1.7810e+00 +2.0384e+00 +1.3590e+00
321159 +3.786575304e-01 +3.786575304e-01 -4.944813425e+02 -4.948600000e+02 -2.7806e+00 -1.1189e+00 +3.8286e+00 +2.2353e-01 -3.0419e+00 -3.2238e+00 -1.6897e+00 -1.7193e-01 +1.0472e+00 +3.5219e+00 +2.5519e+00 -8.7738e-01 +3.4091e+00 -3.8128e+00 -1.3031e+00 -3.4139e+00 +1.3791e+00 +1.7856e+00 +2.0384e+00 +1.3590e+00
376423 +2.066190178e-01 +2.066190178e-01 -4.946533810e+02 -4.948600000e+02 -2.7806e+00 -1.1189e+00 +3.8286e+00 +2.2353e-01 -3.0419e+00 -3.2238e+00 -1.6897e+00 -1.6745e-01 +1.0602e+00 +3.5219e+00 +2.5684e+00 -8.7738e-01 +3.4091e+00 -3.8128e+00 -1.3021e+00 -3.4139e+00 +1.3794e+00 +1.7856e+00 +2.0384e+00 +1.3590e+00
464588 +1.559949678e-01 +1.559949678e-01 -4.947040050e+02 -4.948600000e+02 -2.7806e+00 -1.1193e+00 +3.8286e+00 +2.2353e-01 -3.0470e+00 -3.2238e+00 -1.6897e+00 -1.6745e-01 +1.0602e+00 +3.5219e+00 +2.5582e+00 -8.7738e-01 +3.4091e+00 -3.8128e+00 -1.3021e+00 -3.4139e+00 +1.3824e+00 +1.7856e+00 +2.0384e+00 +1.3590e+00
509908 +9.033345426e-02 +9.033345426e-02 -4.947696665e+02 -4.948600000e+02 -2.7806e+00 -1.1219e+00 +3.8286e+00 +2.2353e-01 -3.0470e+00 -3.2238e+00 -1.6897e+00 -1.6027e-01 +1.0602e+00 +3.5219e+00 +2.5615e+00 -8.7738e-01 +3.4063e+00 -3.8128e+00 -1.2957e+00 -3.4139e+00 +1.3852e+00 +1.7856e+00 +2.0384e+00 +1.3590e+00
620807 +5.734195495e-02 +5.734195495e-02 -4.948026580e+02 -4.948600000e+02 -2.7741e+00 -1.1189e+00 +3.8218e+00 +2.2746e-01 -3.0490e+00 -3.2253e+00 -1.6877e+00 -1.6094e-01 +1.0611e+00 +3.5219e+00 +2.5662e+00 -8.7738e-01 +3.4091e+00 -3.8128e+00 -1.3021e+00 -3.4156e+00 +1.3852e+00 +1.7868e+00 +2.0384e+00 +1.3625e+00
670578 +3.912426256e-02 +3.912426256e-02 -4.948208757e+02 -4.948600000e+02 -2.7741e+00 -1.1189e+00 +3.8218e+00 +2.2746e-01 -3.0490e+00 -3.2238e+00 -1.6897e+00 -1.6027e-01 +1.0602e+00 +3.5219e+00 +2.5615e+00 -8.7738e-01 +3.4063e+00 -3.8150e+00 -1.2957e+00 -3.4139e+00 +1.3852e+00 +1.7868e+00 +2.0384e+00 +1.3625e+00
829759 +2.321234751e-02 +2.321234751e-02 -4.948367877e+02 -4.948600000e+02 -2.7713e+00 -1.1228e+00 +3.8229e+00 +2.2877e-01 -3.0490e+00 -3.2285e+00 -1.6928e+00 -1.6198e-01 +1.0613e+00 +3.5219e+00 +2.5629e+00 -8.7885e-01 +3.4083e+00 -3.8154e+00 -1.2971e+00 -3.4158e+00 +1.3859e+00 +1.7870e+00 +2.0372e+00 +1.3644e+00
925753 +1.452033808e-02 +1.452033808e-02 -4.948454797e+02 -4.948600000e+02 -2.7741e+00 -1.1189e+00 +3.8218e+00 +2.2746e-01 -3.0469e+00 -3.2286e+00 -1.6897e+00 -1.6265e-01 +1.0614e+00 +3.5219e+00 +2.5627e+00 -8.7991e-01 +3.4072e+00 -3.8150e+00 -1.2995e+00 -3.4156e+00 +1.3852e+00 +1.7868e+00 +2.0384e+00 +1.3625e+00
1017129 +9.731620605e-03 +9.731620605e-03 -4.948502684e+02 -4.948600000e+02 -2.7741e+00 -1.1239e+00 +3.8218e+00 +2.2746e-01 -3.0490e+00 -3.2301e+00 -1.6882e+00 -1.6286e-01 +1.0602e+00 +3.5219e+00 +2.5629e+00 -8.7738e-01 +3.4063e+00 -3.8147e+00 -1.2993e+00 -3.4158e+00 +1.3859e+00 +1.7870e+00 +2.0375e+00 +1.3625e+00
1117256 +4.841393979e-03 +4.841393979e-03 -4.948551586e+02 -4.948600000e+02 -2.7741e+00 -1.1228e+00 +3.8229e+00 +2.2746e-01 -3.0478e+00 -3.2285e+00 -1.6901e+00 -1.6198e-01 +1.0613e+00 +3.5219e+00 +2.5629e+00 -8.7885e-01 +3.4072e+00 -3.8150e+00 -1.2987e+00 -3.4158e+00 +1.3867e+00 +1.7870e+00 +2.0372e+00 +1.3625e+00
% function evaluation | noise-free fitness - Fopt (3.484000000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.048701114e+03 +3.048701114e+03 +3.397101114e+03 +3.484000000e+02 -4.9068e+00 +2.3988e-01 +4.8217e+00 -2.4650e+00 -4.6657e+00 -2.6337e+00 +2.5850e+00 +8.5960e-01 +9.4207e-01 -2.9029e+00 +4.6396e+00 -4.3690e+00 -2.5658e-01 +1.4141e+00 -1.6872e+00 -3.7000e+00 +1.2106e+00 +4.3299e+00 +1.7277e+00 +3.5003e+00
118 +7.089810348e+02 +7.089810348e+02 +1.057381035e+03 +3.484000000e+02 +1.1890e+00 +2.3882e+00 -4.7150e+00 +3.9098e+00 +1.2034e+00 -1.6713e+00 -9.2638e-01 +3.6264e+00 +4.7698e+00 -1.4796e-01 -1.8417e+00 -3.1586e-01 -1.0114e+00 -3.6375e+00 +5.8828e-01 +1.9487e+00 -3.3426e+00 +1.2097e+00 -3.8480e+00 +1.9661e+00
492 +5.309780640e+02 +5.309780640e+02 +8.793780640e+02 +3.484000000e+02 +1.1890e+00 +2.3882e+00 -4.7150e+00 -4.8945e+00 -3.0612e+00 +1.0756e+00 -1.6900e+00 -2.8630e-01 +2.7312e-01 -1.4796e-01 -1.8417e+00 -3.1586e-01 -1.0114e+00 -3.6375e+00 +5.8828e-01 +1.9487e+00 -3.3426e+00 +9.0805e-01 -3.4105e+00 +1.9661e+00
1457 +3.758538913e+02 +3.758538913e+02 +7.242538913e+02 +3.484000000e+02 +1.1890e+00 +2.3882e+00 -4.7150e+00 -4.8945e+00 -2.8311e+00 +1.0756e+00 -1.6900e+00 -2.8630e-01 +1.3358e+00 -1.4796e-01 -1.8417e+00 -1.0468e+00 -2.5951e+00 -9.9111e-01 -4.3032e+00 +1.9487e+00 -3.3426e+00 +9.0805e-01 -3.4105e+00 +1.6777e+00
3174 +2.412047852e+02 +2.412047852e+02 +5.896047852e+02 +3.484000000e+02 +1.1890e+00 +2.5577e+00 -4.2683e+00 -4.8945e+00 -2.8311e+00 +1.9976e+00 -8.2716e-01 -2.8630e-01 +1.3707e+00 -4.0052e-01 -1.0847e+00 -1.5795e+00 -2.5951e+00 -1.9398e-01 -3.6600e+00 +1.4066e+00 -2.5140e+00 +9.0805e-01 -3.4105e+00 +2.0529e+00
6077 +1.584791180e+02 +1.584791180e+02 +5.068791180e+02 +3.484000000e+02 +1.1070e+00 +2.5577e+00 +3.6999e-01 -4.8945e+00 -2.9762e+00 +2.1476e+00 -8.2716e-01 -2.8630e-01 +1.9375e+00 +9.4563e-02 -2.0152e+00 -7.1533e-01 -2.9169e+00 -1.9398e-01 -2.9101e+00 +1.4066e+00 -2.8457e+00 +9.0805e-01 -3.4105e+00 +1.8248e+00
11854 +9.813735306e+01 +9.813735306e+01 +4.465373531e+02 +3.484000000e+02 -1.0371e+00 -4.3324e-01 -3.0538e+00 -3.6587e+00 -2.2432e+00 +2.8553e+00 +7.2951e-01 +4.8940e-01 +3.5831e+00 +1.5573e+00 -3.1562e+00 -7.5600e-01 -1.1124e+00 -2.1117e-01 -2.4603e+00 +1.4352e+00 -3.2652e+00 +2.2664e+00 -3.4369e+00 +2.3652e+00
50921 +6.077148056e+01 +6.077148056e+01 +4.091714806e+02 +3.484000000e+02 -1.0371e+00 +6.2918e-01 -3.0538e+00 -2.6391e+00 -2.0396e+00 +2.7535e+00 +1.2584e+00 +4.8940e-01 +3.5831e+00 +2.0312e+00 -3.1562e+00 -7.5600e-01 -1.1124e+00 -2.1117e-01 -2.4603e+00 +1.4338e+00 -2.8973e+00 +2.3732e+00 -3.4369e+00 +1.5089e+00
53273 +3.844432467e+01 +3.844432467e+01 +3.868443247e+02 +3.484000000e+02 -1.0371e+00 +6.2918e-01 -3.0538e+00 -2.6391e+00 -3.6737e+00 +2.7535e+00 +1.2584e+00 +3.1008e-01 +3.5831e+00 +1.9710e+00 -3.1562e+00 -1.7805e-01 -1.1124e+00 +5.4468e-01 -2.4603e+00 +1.4352e+00 -3.2652e+00 +2.4510e+00 -3.4369e+00 +1.8097e+00
84261 +2.453615085e+01 +2.453615085e+01 +3.729361508e+02 +3.484000000e+02 -2.0367e+00 -4.3778e-01 -1.3517e+00 -3.5135e+00 -3.5480e+00 +2.7037e+00 +7.0543e-01 -3.3359e-01 +3.0140e+00 +2.6311e+00 -3.7151e+00 -7.1111e-01 -1.5942e+00 +1.5152e+00 -2.0677e+00 +1.9661e-01 -2.4757e+00 +1.2642e+00 -3.8198e+00 +1.8241e+00
107514 +1.541240089e+01 +1.541240089e+01 +3.638124009e+02 +3.484000000e+02 -2.0367e+00 -1.1219e+00 -1.3517e+00 -3.5135e+00 -3.6467e+00 +2.7037e+00 +1.9662e+00 -3.3359e-01 +3.0140e+00 +2.6311e+00 -3.1234e+00 -1.5856e-01 -1.5942e+00 +1.5152e+00 -2.0677e+00 +1.5594e-01 -2.8675e+00 +1.2642e+00 -3.8198e+00 +1.8154e+00
149823 +9.716642945e+00 +9.716642945e+00 +3.581166429e+02 +3.484000000e+02 -2.0590e+00 +6.5448e-01 -2.3062e+00 -3.5344e+00 -3.5892e+00 +2.7535e+00 +2.0101e+00 -2.9636e-01 +3.6634e+00 +1.9710e+00 -3.6941e+00 -1.7805e-01 -1.5720e+00 +1.5425e+00 -2.4603e+00 +5.5571e-01 -2.8827e+00 +1.6162e+00 -3.8486e+00 +1.8097e+00
196661 +6.290129235e+00 +6.290129235e+00 +3.546901292e+02 +3.484000000e+02 -2.0810e+00 +6.2918e-01 -2.3062e+00 -3.5344e+00 -3.5892e+00 +2.7290e+00 +2.0101e+00 -2.9636e-01 +3.6634e+00 +2.6050e+00 -3.1013e+00 -1.7805e-01 -1.5720e+00 +1.4964e+00 -2.4603e+00 +5.5571e-01 -2.8847e+00 +1.6162e+00 -3.8486e+00 +1.8010e+00
228345 +3.632784949e+00 +3.632784949e+00 +3.520327849e+02 +3.484000000e+02 -1.0272e+00 +5.7480e-01 -1.3692e+00 -3.5135e+00 -3.6146e+00 +3.5181e+00 +2.0121e+00 -3.3359e-01 +3.6440e+00 +2.5899e+00 -3.1293e+00 -1.4255e-01 -1.5639e+00 +1.5108e+00 -2.0484e+00 +5.5037e-01 -2.8837e+00 +1.6159e+00 -3.8561e+00 +1.7808e+00
245472 +2.408768237e+00 +2.408768237e+00 +3.508087682e+02 +3.484000000e+02 -2.0012e+00 +6.0603e-01 -1.4018e+00 -3.5362e+00 -3.6286e+00 +3.5170e+00 +2.0101e+00 -2.9636e-01 +3.6634e+00 +2.6050e+00 -3.1071e+00 -1.4897e-01 -1.5720e+00 +1.4964e+00 -2.4603e+00 +5.5571e-01 -2.8847e+00 +1.6162e+00 -3.8486e+00 +1.8010e+00
293263 +1.298577490e+00 +1.298577490e+00 +3.496985775e+02 +3.484000000e+02 -2.0286e+00 +6.0603e-01 -1.4018e+00 -3.5362e+00 -3.6286e+00 +3.5318e+00 +2.0101e+00 -2.9636e-01 +3.6634e+00 +2.6050e+00 -3.1071e+00 -1.4897e-01 -1.5720e+00 +1.4964e+00 -2.0580e+00 +5.5571e-01 -2.8847e+00 +1.6162e+00 -3.8486e+00 +1.8010e+00
323360 +9.320893536e-01 +9.320893536e-01 +3.493320894e+02 +3.484000000e+02 -2.0181e+00 +6.0603e-01 -1.3734e+00 -3.5283e+00 -3.6036e+00 +3.5318e+00 +1.9962e+00 -2.9636e-01 +3.6434e+00 +2.6050e+00 -3.1071e+00 -1.4897e-01 -1.5780e+00 +1.4964e+00 -2.0712e+00 +5.5571e-01 -2.8847e+00 +1.6162e+00 -3.8486e+00 +1.8010e+00
357002 +6.263236043e-01 +6.263236043e-01 +3.490263236e+02 +3.484000000e+02 -2.0374e+00 +6.0603e-01 -1.3844e+00 -3.5135e+00 -3.6051e+00 +3.5310e+00 +2.0121e+00 -2.9815e-01 +3.6440e+00 +2.5880e+00 -3.1141e+00 -1.3090e-01 -1.5801e+00 +1.5108e+00 -2.0523e+00 +5.6870e-01 -2.8753e+00 +1.6159e+00 -3.8466e+00 +1.7917e+00
358567 +3.629092417e-01 +3.629092417e-01 +3.487629092e+02 +3.484000000e+02 -2.0137e+00 +6.0603e-01 -1.3844e+00 -3.5135e+00 -3.6051e+00 +3.5310e+00 +1.9947e+00 -2.9405e-01 +3.6440e+00 +2.5880e+00 -3.1141e+00 -1.4255e-01 -1.5785e+00 +1.5108e+00 -2.0484e+00 +5.6870e-01 -2.8753e+00 +1.6159e+00 -3.8466e+00 +1.7917e+00
406350 +2.511164283e-01 +2.511164283e-01 +3.486511164e+02 +3.484000000e+02 -2.0137e+00 +6.0242e-01 -1.3844e+00 -3.5135e+00 -3.6051e+00 +3.5310e+00 +1.9947e+00 -3.1045e-01 +3.6396e+00 +2.5880e+00 -3.1141e+00 -1.4255e-01 -1.5801e+00 +1.5108e+00 -2.0523e+00 +5.6463e-01 -2.8753e+00 +1.6159e+00 -3.8466e+00 +1.7917e+00
456829 +1.572748737e-01 +1.572748737e-01 +3.485572749e+02 +3.484000000e+02 -2.0137e+00 +5.9343e-01 -1.3844e+00 -3.5202e+00 -3.6071e+00 +3.5310e+00 +1.9947e+00 -3.1045e-01 +3.6396e+00 +2.5880e+00 -3.1141e+00 -1.4255e-01 -1.5846e+00 +1.5108e+00 -2.0523e+00 +5.6463e-01 -2.8753e+00 +1.6159e+00 -3.8466e+00 +1.7917e+00
518391 +9.396210581e-02 +9.396210581e-02 +3.484939621e+02 +3.484000000e+02 -2.0248e+00 +5.9534e-01 -1.3848e+00 -3.5219e+00 -3.6106e+00 +3.5308e+00 +1.9924e+00 -3.0607e-01 +3.6396e+00 +2.5880e+00 -3.1085e+00 -1.4255e-01 -1.5886e+00 +1.5031e+00 -2.0521e+00 +5.6592e-01 -2.8753e+00 +1.6159e+00 -3.8466e+00 +1.7973e+00
522383 +5.880710174e-02 +5.880710174e-02 +3.484588071e+02 +3.484000000e+02 -2.0146e+00 +5.9534e-01 -1.3848e+00 -3.5219e+00 -3.6106e+00 +3.5308e+00 +1.9924e+00 -3.0607e-01 +3.6396e+00 +2.5880e+00 -3.1085e+00 -1.4255e-01 -1.5886e+00 +1.5031e+00 -2.0521e+00 +5.6592e-01 -2.8753e+00 +1.6159e+00 -3.8466e+00 +1.7973e+00
653330 +3.597229834e-02 +3.597229834e-02 +3.484359723e+02 +3.484000000e+02 -2.0125e+00 +5.9534e-01 -1.3848e+00 -3.5219e+00 -3.6106e+00 +3.5310e+00 +1.9947e+00 -3.0607e-01 +3.6396e+00 +2.5880e+00 -3.1085e+00 -1.4328e-01 -1.5886e+00 +1.5043e+00 -2.0536e+00 +5.6592e-01 -2.8792e+00 +1.6159e+00 -3.8466e+00 +1.7961e+00
749882 +2.064329076e-02 +2.064329076e-02 +3.484206433e+02 +3.484000000e+02 -2.0136e+00 +5.9442e-01 -1.3889e+00 -3.5283e+00 -3.6104e+00 +3.5327e+00 +1.9918e+00 -3.0446e-01 +3.6434e+00 +2.5913e+00 -3.1100e+00 -1.4331e-01 -1.5894e+00 +1.5043e+00 -2.0536e+00 +5.6542e-01 -2.8763e+00 +1.6149e+00 -3.8486e+00 +1.7959e+00
817039 +1.053386690e-02 +1.053386690e-02 +3.484105339e+02 +3.484000000e+02 -2.0123e+00 +5.9534e-01 -1.3848e+00 -3.5282e+00 -3.6097e+00 +3.5310e+00 +1.9947e+00 -3.0434e-01 +3.6396e+00 +2.5880e+00 -3.1085e+00 -1.4328e-01 -1.5886e+00 +1.5043e+00 -2.0548e+00 +5.6592e-01 -2.8783e+00 +1.6159e+00 -3.8496e+00 +1.7961e+00
878084 +9.490954132e-03 +9.490954132e-03 +3.484094910e+02 +3.484000000e+02 -2.0123e+00 +5.9534e-01 -1.3848e+00 -3.5282e+00 -3.6097e+00 +3.5334e+00 +1.9947e+00 -3.0434e-01 +3.6396e+00 +2.5880e+00 -3.1085e+00 -1.4328e-01 -1.5886e+00 +1.5043e+00 -2.0548e+00 +5.6592e-01 -2.8783e+00 +1.6159e+00 -3.8496e+00 +1.7961e+00
981520 +5.856629161e-03 +5.856629161e-03 +3.484058566e+02 +3.484000000e+02 -2.0123e+00 +5.9534e-01 -1.3868e+00 -3.5282e+00 -3.6097e+00 +3.5310e+00 +1.9947e+00 -3.0434e-01 +3.6412e+00 +2.5880e+00 -3.1102e+00 -1.4310e-01 -1.5886e+00 +1.5043e+00 -2.0548e+00 +5.6592e-01 -2.8783e+00 +1.6159e+00 -3.8496e+00 +1.7961e+00
1190012 +3.975965254e-03 +3.975965254e-03 +3.484039760e+02 +3.484000000e+02 -2.0105e+00 +5.9683e-01 -1.3868e+00 -3.5282e+00 -3.6097e+00 +3.5310e+00 +1.9947e+00 -3.0434e-01 +3.6412e+00 +2.5880e+00 -3.1102e+00 -1.4328e-01 -1.5886e+00 +1.5043e+00 -2.0548e+00 +5.6592e-01 -2.8770e+00 +1.6154e+00 -3.8496e+00 +1.7959e+00
% function evaluation | noise-free fitness - Fopt (3.770000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.052616593e+03 +2.052616593e+03 +2.056386593e+03 +3.770000000e+00 +4.5910e+00 +3.4982e+00 -4.0529e+00 +4.7414e+00 +3.7651e+00 -4.5891e+00 -4.9398e+00 -1.7468e+00 -4.8766e+00 +2.4627e+00 -4.3642e+00 +3.4568e+00 -5.2028e-01 -8.3805e-01 -9.1389e-01 +6.3595e-01 +4.4973e+00 +2.1158e+00 -7.0827e-01 -2.3942e+00
106 +7.770873964e+02 +7.770873964e+02 +7.808573964e+02 +3.770000000e+00 -2.4929e-01 -1.6637e+00 +2.0875e+00 -3.3535e+00 -1.4694e-01 -2.1697e+00 +1.4552e+00 -1.1157e+00 -5.1711e-01 -2.8060e+00 +3.7616e+00 +4.5554e+00 -6.9444e-01 -4.6352e+00 -1.8205e+00 -8.9243e-01 +3.2252e+00 -2.7215e+00 -7.7788e-01 +2.1612e+00
607 +6.179149314e+02 +6.179149314e+02 +6.216849314e+02 +3.770000000e+00 +3.0568e+00 -3.7924e+00 -7.0733e-01 +3.3867e+00 -4.5345e+00 +4.0185e+00 +2.8853e-01 -1.5621e+00 -4.9970e+00 -2.1571e+00 +2.7890e+00 +4.9572e+00 -6.7304e-01 -2.7339e+00 +1.0396e+00 +2.2726e+00 -4.6234e-01 +7.9049e-02 +3.3905e+00 +3.2334e+00
1071 +3.730901490e+02 +3.730901490e+02 +3.768601490e+02 +3.770000000e+00 +3.0568e+00 -3.7924e+00 -7.0733e-01 +3.3867e+00 -4.5717e+00 +4.0185e+00 -6.8601e-01 -1.5621e+00 -5.4255e+00 -1.9574e+00 +2.7890e+00 +4.9572e+00 -6.7304e-01 -2.7339e+00 -2.4177e+00 +2.0625e+00 -2.4580e+00 -8.3178e-01 +1.7025e+00 +3.2334e+00
2455 +2.237246838e+02 +2.237246838e+02 +2.274946838e+02 +3.770000000e+00 +3.0568e+00 -3.7924e+00 -7.0733e-01 +3.3867e+00 -4.8424e+00 +4.0185e+00 -1.8445e-01 +1.8796e+00 -3.6844e+00 -2.0912e+00 +2.2055e+00 +4.6538e+00 -6.9444e-01 -4.1097e+00 -2.5523e+00 +2.6137e+00 -1.9210e+00 -8.3178e-01 +2.2889e+00 +1.8656e+00
3923 +1.464528582e+02 +1.464528582e+02 +1.502228582e+02 +3.770000000e+00 +3.0568e+00 -3.7598e+00 -7.0733e-01 +3.6283e+00 -4.2600e+00 +4.0185e+00 -1.8445e-01 +1.8796e+00 -3.6844e+00 -2.1571e+00 +3.0874e+00 +3.6931e+00 -6.9444e-01 -4.0871e+00 -2.5523e+00 +3.0895e+00 -6.1410e-01 -8.3178e-01 +2.7442e+00 +1.8656e+00
5862 +9.663587569e+01 +9.663587569e+01 +1.004058757e+02 +3.770000000e+00 +3.0408e+00 -3.7924e+00 -7.0733e-01 +3.4818e+00 -4.2716e+00 +4.0185e+00 -2.7245e-02 +1.9698e+00 -3.6844e+00 -2.1571e+00 +3.6417e+00 +3.2054e+00 -6.9444e-01 -4.4813e+00 -2.5523e+00 +3.0895e+00 -6.1410e-01 -1.2881e+00 +2.2889e+00 +1.6274e+00
49996 +6.180620091e+01 +6.180620091e+01 +6.557620091e+01 +3.770000000e+00 +3.8994e+00 -2.9941e+00 -7.0733e-01 +2.7517e+00 -4.2716e+00 +3.0385e+00 -2.7245e-02 +1.2792e+00 -3.6844e+00 -1.7782e+00 +2.6240e+00 +3.2054e+00 -6.9444e-01 -4.4813e+00 -3.4724e+00 +1.7918e+00 -6.1410e-01 -1.6983e+00 +2.2889e+00 +1.6274e+00
53216 +3.960097443e+01 +3.960097443e+01 +4.337097443e+01 +3.770000000e+00 +3.8994e+00 -2.9941e+00 -1.3195e+00 +2.8756e+00 -4.2716e+00 +3.0385e+00 -2.7245e-02 +1.9698e+00 -3.6749e+00 -6.6120e-01 +2.6240e+00 +3.2054e+00 -6.9444e-01 -4.4813e+00 -2.6637e+00 +3.0895e+00 -6.1410e-01 -1.6983e+00 +1.9731e+00 +1.6274e+00
70818 +2.377528087e+01 +2.377528087e+01 +2.754528087e+01 +3.770000000e+00 +2.9501e+00 -3.0480e+00 -3.2173e+00 +3.7508e+00 -2.5193e+00 +3.0383e+00 +2.8962e+00 +1.3623e+00 -3.6944e+00 -1.2267e+00 +2.6361e+00 +2.1893e+00 -1.2008e+00 -4.4630e+00 -2.6199e+00 +2.6107e+00 +1.6253e-01 -2.0022e+00 +2.3496e+00 +1.6274e+00
107532 +1.472075718e+01 +1.472075718e+01 +1.849075718e+01 +3.770000000e+00 +2.9002e+00 -3.0306e+00 -3.1183e+00 +2.8056e+00 -4.2547e+00 +3.8698e+00 +1.3348e+00 +6.5175e-01 -3.6844e+00 -1.2443e+00 +2.6122e+00 +3.1864e+00 -7.4272e-01 -4.4194e+00 -3.1199e+00 +3.0895e+00 -2.7446e-01 -2.0442e+00 +1.9795e+00 +1.6274e+00
153825 +9.701125891e+00 +9.701125891e+00 +1.347112589e+01 +3.770000000e+00 +2.9501e+00 -3.0019e+00 -3.2173e+00 +2.7940e+00 -2.5398e+00 +3.0383e+00 +2.8962e+00 +1.3779e+00 -3.6944e+00 -6.0145e-01 +2.6361e+00 +2.6655e+00 -7.3654e-01 -4.4630e+00 -2.6199e+00 +2.6107e+00 -2.9177e-01 -2.0439e+00 +1.9378e+00 +1.9259e+00
173636 +6.217835964e+00 +6.217835964e+00 +9.987835964e+00 +3.770000000e+00 +2.9104e+00 -2.0359e+00 -3.1615e+00 +3.6732e+00 -4.2716e+00 +3.1023e+00 +2.1012e+00 +1.3803e+00 -3.7162e+00 -6.3072e-01 +2.5999e+00 +2.6734e+00 -7.1567e-01 -3.9969e+00 -3.1262e+00 +3.0675e+00 -2.8189e-01 -2.0700e+00 +1.9522e+00 +1.9279e+00
207424 +3.923182191e+00 +3.923182191e+00 +7.693182191e+00 +3.770000000e+00 +2.9002e+00 -1.9980e+00 -3.1704e+00 +2.8056e+00 -3.3996e+00 +3.8698e+00 +2.1185e+00 +1.4085e+00 -3.6844e+00 -5.8860e-01 +2.6122e+00 +2.6554e+00 -7.1000e-01 -3.9909e+00 -3.1199e+00 +2.6411e+00 -2.7446e-01 -2.0570e+00 +1.9580e+00 +1.9365e+00
209082 +2.425219614e+00 +2.425219614e+00 +6.195219614e+00 +3.770000000e+00 +2.9460e+00 -2.0032e+00 -3.1704e+00 +2.8056e+00 -3.3996e+00 +3.0733e+00 +2.1185e+00 +1.4085e+00 -3.6844e+00 -5.8860e-01 +2.6130e+00 +2.6554e+00 -7.1000e-01 -3.9909e+00 -3.1199e+00 +2.6411e+00 -2.7446e-01 -2.0570e+00 +1.9580e+00 +1.9365e+00
275242 +1.564294552e+00 +1.564294552e+00 +5.334294552e+00 +3.770000000e+00 +2.9460e+00 -2.0359e+00 -3.1704e+00 +2.8056e+00 -3.3996e+00 +3.0733e+00 +2.0923e+00 +1.4085e+00 -3.6983e+00 -5.8860e-01 +2.6122e+00 +2.6554e+00 -7.1000e-01 -3.9909e+00 -3.1199e+00 +2.6411e+00 -2.8217e-01 -2.0570e+00 +1.9580e+00 +1.9365e+00
